CCCCCC(=O)C=C(C)C,17942
CCCCCCCCCCCCCCCC(=O)C,18027
CCCCCCCCCCCCCCCCCCCCCCCO,18431
CC1C(=O)CCO1,18522
CCC1=CC=CO1,18554
CSCCC=O,18635
